IMG Taxon id,GOLD biome1,GOLD biome2,High quality reads sampled (up to 500K),Mapped to GEM catalogue,Mapped to NCBI RefSeq,Mapped to either,Nonpareil kmer diversity
3300026823,Terrestrial,Soil,102298,2961,146,3036,38.7790709033833
3300026852,Terrestrial,Soil,227226,9713,498,10033,38.7337165165833
3300026845,Terrestrial,Soil,97152,2730,176,2838,38.6346312609472
3300026895,Terrestrial,Soil,89511,2727,216,2886,37.7235696659606
3300017959,Terrestrial,Soil,473948,1949,594,2272,37.5267308759178
3300025885,Terrestrial,Soil,284070,7308,1884,8814,37.4022333685947
3300021402,Terrestrial,Soil,440424,9140,2419,11012,37.2623507431476
3300020582,Terrestrial,Soil,459773,9056,3214,11580,37.1846597083398
3300021477,Terrestrial,Soil,464748,12567,2756,14737,37.1717385368067
3300026075,Terrestrial,Soil,345786,8721,3709,11755,36.8430454383953
3300005440,Terrestrial,Soil,459653,11803,3332,14436,36.6356642329807
3300027330,Terrestrial,Soil,204509,7914,333,8085,36.4924062053626
3300026802,Terrestrial,Soil,340082,7908,2224,9464,36.4158545815244
3300026881,Terrestrial,Soil,67772,3129,856,3838,36.2930890678033
3300021403,Terrestrial,Soil,459233,7696,3442,10310,36.2553759524974
3300026983,Terrestrial,Soil,105305,4961,1442,6159,36.2287259377549
3300025925,Host-associated,Plants,460338,26079,13436,35361,36.1203211442539
3300026041,Host-associated,Plants,457097,27587,16690,38728,36.0666891025956
3300005547,Terrestrial,Soil,280886,9853,3934,12818,35.995097228065
3300018058,Terrestrial,Soil,473130,2740,2523,5005,35.7348649714902
3300021404,Terrestrial,Soil,448720,8703,3989,11724,35.6351427801114
3300027370,Terrestrial,Soil,221225,3975,631,4425,35.4631581509448
3300012493,Terrestrial,Soil,466955,14209,3417,16773,35.4347902334834
3300027917,Aquatic,Marine,362916,4603,254,4759,35.3855728547016
3300026817,Terrestrial,Soil,58696,1888,79,1928,35.3678650981197
3300021432,Terrestrial,Soil,461471,7484,4795,11583,35.3462539114423
3300025921,Terrestrial,Soil,456026,33728,5870,38433,35.2148097166891
3300025936,Terrestrial,Soil,451336,14046,5044,18084,35.1898688291735
3300021406,Terrestrial,Soil,463831,8872,3385,11423,35.1886371050945
3300027526,Host-associated,Plants,144858,5282,2890,7464,35.1547405217983
3300026803,Terrestrial,Soil,278898,6853,1527,7986,35.0519733245263
3300027063,Terrestrial,Soil,221861,8609,435,8888,35.0495196899439
3300005535,Terrestrial,Soil,459976,30540,8473,36647,35.0405177461512
3300014326,Host-associated,Plants,467216,11298,5058,15060,34.9431133145864
3300012494,Host-associated,Plants,478043,16094,7527,21676,34.9258652323968
3300005445,Terrestrial,Soil,450262,9800,2964,12264,34.9030250286231
3300026873,Terrestrial,Soil,290275,11194,5377,13311,34.835710169871
3300027471,Host-associated,Plants,152393,5843,2485,7754,34.833295818528
3300005341,Terrestrial,Soil,466657,22308,6594,27020,34.8209111239343
3300026035,Host-associated,Plants,460573,20305,8443,26553,34.7890709333902
3300021181,Terrestrial,Soil,464697,10041,2374,11830,34.7388487020631
3300026118,Host-associated,Plants,442302,12971,6613,18228,34.7305819705626
3300027680,Terrestrial,Soil,195696,6548,370,6783,34.6796921053986
3300005615,Terrestrial,Soil,463357,11776,5681,16346,34.5827289960374
3300005365,Terrestrial,Soil,459452,14530,5498,18720,34.4956607425411
3300021170,Terrestrial,Soil,467223,6947,6926,12856,34.477926325346
3300025321,Host-associated,Plants,475457,30749,21060,42558,34.3052901010886
3300026034,Terrestrial,Soil,441569,6083,4508,10081,34.2991742611076
3300026144,Terrestrial,Soil,469673,3163,1253,4003,34.2925946635128
3300025926,Host-associated,Plants,467938,20185,8762,26414,34.2922986761359
3300026142,Host-associated,Plants,461051,29917,22880,47443,34.2832731133523
3300026947,Terrestrial,Soil,138366,10139,1825,11618,34.2527111355215
3300005438,Terrestrial,Soil,438777,10021,4458,13720,34.0680190443174
3300025916,Terrestrial,Soil,454686,12683,6483,17900,34.0656726994172
3300025933,Host-associated,Plants,273808,15788,9449,21736,33.9895974651384
3300025945,Host-associated,Plants,333469,23799,10634,28569,33.842074673182
3300025937,Host-associated,Plants,465019,14502,9319,21199,33.7335466737738
3300005337,Terrestrial,Soil,452986,16526,11818,25068,33.69105777855
3300026121,Host-associated,Plants,449618,17665,10413,24986,33.6006037072908
3300005330,Terrestrial,Soil,463684,15618,4991,19678,33.565199730061
3300026135,Terrestrial,Soil,461792,8934,2458,10801,33.4916833861518
3300005536,Terrestrial,Soil,350698,8395,8641,16567,33.4408174060418
3300026089,Host-associated,Plants,456899,15386,6522,20454,33.4032227254682
3300002244,Host-associated,Plants,311373,12498,8411,18744,33.2664591191311
3300025972,Host-associated,Plants,341970,14116,12942,23124,33.2603743919336
3300012900,Terrestrial,Soil,480445,8645,5152,12595,33.2419321688084
3300020583,Terrestrial,Soil,465861,9012,3803,12058,33.0840982827408
3300027543,Host-associated,Plants,155259,6430,3358,9011,33.0598535313773
3300026095,Host-associated,Plants,449923,20905,6110,25619,33.0292674853791
3300026025,Terrestrial,Soil,442796,2983,3796,6228,33.01302174732
3300005518,Terrestrial,Soil,354757,8843,2289,10711,33.0016774786073
3300025910,Terrestrial,Soil,461660,9964,3078,12501,32.9943532815971
3300027379,Terrestrial,Soil,466204,28279,697,28687,32.9719250975338
3300025922,Terrestrial,Soil,456161,9497,2764,11840,32.9579762103687
3300026116,Host-associated,Plants,454434,33358,14722,42484,32.8880474760876
3300021420,Terrestrial,Soil,460935,7999,3157,10517,32.8662860078342
3300005345,Terrestrial,Soil,473304,15328,5780,19908,32.7971967587871
3300027695,Host-associated,Plants,455666,11545,5262,15878,32.795426343862
3300027462,Host-associated,Plants,139935,6246,2983,8588,32.765986396651
3300017961,Terrestrial,Soil,462376,2806,387,2988,32.717479697644
3300026088,Host-associated,Plants,439052,19845,6375,24792,32.716507647635
3300026122,Terrestrial,Soil,469062,8934,681,9395,32.6990322458696
3300027209,Terrestrial,Soil,474652,15487,1208,16276,32.688563521589
3300025908,Host-associated,Plants,448832,15308,7644,21271,32.676945580773
3300025907,Host-associated,Plants,464694,20060,9572,27021,32.6179264642392
3300025932,Host-associated,Plants,466515,32506,24884,49716,32.5945744448571
3300025917,Terrestrial,Soil,450580,29046,5661,33573,32.5556654130374
3300027651,Terrestrial,Soil,314110,5981,3227,8383,32.55028528466
3300023030,Terrestrial,Soil,468129,10964,1879,12335,32.511307539079
3300027665,Host-associated,Plants,448238,13384,15932,26488,32.4931558159125
3300026067,Host-associated,Plants,290670,19440,12966,28397,32.4768143661496
3300027364,Host-associated,Plants,142724,6032,2703,8103,32.4692396087084
3300027629,Terrestrial,Soil,316359,5805,3637,8673,32.4516470136199
3300027332,Terrestrial,Soil,471358,15248,667,15669,32.4494368399776
3300027645,Terrestrial,Soil,180907,3503,1284,4432,32.4398844015214
3300027535,Terrestrial,Soil,308002,7173,2578,8975,32.4102003824741
3300025944,Terrestrial,Soil,456568,30474,6782,35330,32.404789878199
3300025931,Host-associated,Plants,462511,22129,10704,29859,32.3994218947755
3300006847,Host-associated,Plants,459873,33334,2196,35048,32.3433361579362
3300025981,Host-associated,Plants,458994,30333,15994,39342,32.3371921210947
3300005471,Terrestrial,Soil,374438,9942,2848,12355,32.3308690846121
3300012505,Host-associated,Plants,470374,20268,15403,29360,32.3290195360022
3300012497,Host-associated,Plants,456128,31669,33255,45981,32.3024331168075
3300017993,Aquatic,Freshwater,454649,5109,1274,5983,32.2940542427664
3300007076,Host-associated,Plants,470467,17016,2830,19365,32.2604938648822
3300005544,Terrestrial,Soil,458365,12987,5410,17480,32.2271787457709
3300025899,Host-associated,Plants,467643,15160,6900,20809,32.2106103069809
3300027091,Terrestrial,Soil,456369,13510,5463,17026,32.0745103220807
3300012483,Host-associated,Plants,467607,18932,12555,27570,32.0647394585389
3300025942,Host-associated,Plants,447480,17643,6979,23075,32.0339578154059
3300025928,Terrestrial,Soil,458380,12682,6535,17850,31.9924580621412
3300025938,Host-associated,Plants,459007,16057,6575,21154,31.896485853087
3300025920,Host-associated,Plants,462768,32638,16853,42104,31.8907045670831
3300021433,Terrestrial,Soil,466736,13155,2423,15031,31.8860820427665
3300005545,Terrestrial,Soil,363386,11426,2476,13361,31.8549962236094
3300014969,Host-associated,Plants,467809,23531,8279,29455,31.8430368644028
3300018429,Terrestrial,Soil,448964,2958,5339,7152,31.7603455807808
3300017974,Terrestrial,Soil,478961,2234,846,2715,31.7229945462063
3300026953,Terrestrial,Soil,91164,8990,1157,9956,31.7179318241383
3300027947,Terrestrial,Soil,473877,13382,2141,14915,31.7049648696695
3300027324,Terrestrial,Soil,464624,17727,410,17949,31.5833453320225
3300027950,Terrestrial,Soil,474870,14205,23571,37255,31.5557189935315
3300027384,Terrestrial,Soil,468870,19863,956,20525,31.5524672315399
3300026214,Terrestrial,Soil,466152,11231,3765,14216,31.5334597334117
3300025986,Host-associated,Plants,347135,18068,17464,32768,31.5299532851443
3300027187,Terrestrial,Soil,473935,12745,1890,14074,31.514085453664
3300005549,Terrestrial,Soil,442211,11101,3002,13560,31.5006093159948
3300006914,Host-associated,Plants,465471,21444,12767,31290,31.4498661740454
3300025960,Host-associated,Plants,465070,18248,7836,24040,31.410475836418
3300025939,Terrestrial,Soil,439758,9550,5889,14364,31.3884525164043
3300026133,Terrestrial,Soil,444162,13237,2057,14935,31.3783743794064
3300012985,Terrestrial,Soil,451657,15229,23761,31181,31.3524869649018
3300027032,Terrestrial,Soil,473744,16678,2551,18550,31.3360345929459
3300027942,Terrestrial,Soil,455145,14651,6320,18912,31.2992992690105
3300026078,Host-associated,Plants,458150,32442,13081,40914,31.2549432548488
3300006028,Terrestrial,Soil,410455,9196,4832,13191,31.2406242980512
3300025949,Host-associated,Plants,462973,45140,17798,54726,31.2187128367375
3300026931,Terrestrial,Soil,467024,12694,4332,15834,31.212274611363
3300025915,Terrestrial,Soil,457179,13611,6722,19134,31.2111848306252
3300027561,Terrestrial,Soil,476032,28720,552,29045,31.0967684403787
3300025359,Aquatic,Freshwater,452338,3251,4015,6437,31.0681056476256
3300006846,Host-associated,Plants,468581,27765,3253,30418,31.0476782414832
3300025912,Terrestrial,Soil,458227,37368,5089,41391,31.040192254122
3300005981,Host-associated,Plants,326014,5707,1843,7089,31.0290867975853
3300027511,Terrestrial,Soil,471756,24213,495,24480,31.0280280074439
3300025918,Terrestrial,Soil,452394,11293,5081,15476,31.0165749673115
3300009162,Host-associated,Plants,447532,17725,2689,19919,30.9834204821143
3300021478,Terrestrial,Soil,458915,6468,2921,8757,30.9575193214207
3300005466,Terrestrial,Soil,459525,14477,8379,21082,30.8936426681944
3300027577,Terrestrial,Soil,466202,37579,573,37914,30.8404252943086
3300005444,Terrestrial,Soil,334265,9840,2525,11866,30.8343994959201
3300024220,Terrestrial,Plant litter,474654,5893,2787,8194,30.827477040652
3300014498,Terrestrial,Soil,473166,12861,873,13336,30.7840435646927
3300021407,Terrestrial,Soil,446166,9078,2442,10903,30.7703884176479
3300014325,Host-associated,Plants,475507,18787,7760,24912,30.7361222771133
3300012891,Terrestrial,Soil,480821,10554,6201,15423,30.6910355460606
3300027952,Terrestrial,Soil,474522,26423,652,26815,30.6663899456039
3300012500,Host-associated,Plants,467371,24797,29791,42906,30.6628193038492
3300027674,Terrestrial,Soil,320539,7728,1971,9191,30.6510596842962
3300018089,Terrestrial,Soil,474660,1691,990,2484,30.632772976989
3300012961,Terrestrial,Soil,374619,8715,8007,14958,30.5616800254608
3300025940,Host-associated,Plants,455236,17835,8749,23974,30.5429468352662
3300012901,Terrestrial,Soil,478590,10341,4695,14162,30.5223391968242
3300027490,Terrestrial,Soil,470842,40894,514,41227,30.5142053846531
3300027692,Terrestrial,Soil,336907,13887,1213,14663,30.5113634908589
3300027703,Terrestrial,Soil,196235,8139,349,8351,30.495579052187
3300026023,Host-associated,Plants,453443,17481,7508,23573,30.4865615223353
3300006931,Host-associated,Plants,452785,17458,5925,21946,30.4814543370653
3300026281,Terrestrial,Soil,459801,13500,3632,16009,30.4728682002631
3300025929,Terrestrial,Soil,461829,15456,8432,22292,30.4170626976944
3300026109,Terrestrial,Soil,450843,5849,4440,9687,30.414584198023
3300023041,Host-associated,Mammals,476100,32966,5670,35146,30.3338892742469
3300027041,Terrestrial,Soil,469989,10713,3547,13299,30.3337097903665
3300025909,Host-associated,Plants,469436,37543,15280,47372,30.2028941631825
3300023034,Host-associated,Mammals,476488,24184,1792,24620,30.1798634660246
3300006903,Host-associated,Plants,469391,19824,2633,22072,30.1771546372559
3300025923,Host-associated,Plants,336572,16052,9440,21774,30.1723274349531
3300021474,Terrestrial,Soil,472040,13233,2870,15368,30.0238147049752
3300019767,Terrestrial,Soil,472340,3304,5046,7390,29.9953349848575
3300025612,Aquatic,Freshwater,464602,13870,1121,14504,29.8477685078585
3300017505,Aquatic,Freshwater,465735,5595,5098,9586,29.7831176273635
3300012948,Terrestrial,Soil,449317,5667,1091,6469,29.7207087333786
3300025434,Aquatic,Freshwater,466481,13145,608,13441,29.6555604089525
3300003541,Aquatic,Marine,436992,5370,15395,20533,29.5740622440013
3300020202,Terrestrial,Soil,446993,4499,2277,6023,29.4946185866328
3300026126,Terrestrial,Soil,435945,20482,1650,21846,29.4809689377822
3300012908,Terrestrial,Soil,483770,10596,5738,15095,29.4572689382075
3300018064,Terrestrial,Soil,473448,1818,489,2041,29.4452581813619
3300026019,Terrestrial,Soil,446225,3858,5147,8330,29.4358721795135
3300027957,Terrestrial,Soil,476000,37242,621,37649,29.4304383944169
3300021066,Terrestrial,Soil,437088,8751,2165,10165,29.3665462889633
3300012487,Host-associated,Plants,468157,16393,10337,23765,29.3094245406766
3300017441,Aquatic,Thermal springs,468445,2728,3072,4631,29.2605466037156
3300027273,Terrestrial,Soil,468660,20718,1344,21612,29.2100277116183
3300017947,Terrestrial,Soil,476411,1314,1250,2118,29.204450092113
3300027239,Aquatic,Marine,450438,88669,11655,93742,29.1990126537051
3300021061,Terrestrial,Soil,454190,5849,1430,6739,29.1764106421042
3300014658,Aquatic,Freshwater,478941,7035,2337,8813,29.0528073107493
3300021358,Host-associated,Plants,456220,1896,1673,2993,29.0319943608268
3300010029,Terrestrial,Soil,472248,30081,960,30698,29.0286401852375
3300014490,Terrestrial,Soil,478567,24262,748,24706,29.0130292678197
3300010037,Terrestrial,Soil,446115,7695,3952,10972,28.9683060764578
3300023039,Host-associated,Mammals,471393,27311,3015,28464,28.9064651366736
3300012905,Terrestrial,Soil,481899,9392,4861,13332,28.8711557710863
3300017932,Aquatic,Freshwater,454581,16898,977,17492,28.7909994724518
3300012485,Host-associated,Plants,469875,17041,13195,25683,28.789386633372
3300027717,Host-associated,Plants,441907,14174,8498,21038,28.7684450354255
3300017942,Aquatic,Freshwater,457431,16778,991,17439,28.752117250708
3300012904,Terrestrial,Soil,482582,11215,6398,16361,28.7471054838742
3300012496,Terrestrial,Soil,470869,15231,4170,18458,28.7442420586816
3300025982,Terrestrial,Soil,451910,5996,4607,10054,28.5982366428838
3300027949,Terrestrial,Soil,475565,13236,907,13823,28.5516970099998
3300027238,Aquatic,Marine,451531,89991,18923,102490,28.5323674635906
3300026197,Terrestrial,Soil,455336,43437,15727,57164,28.5198478656153
3300021180,Terrestrial,Soil,463600,10820,3879,13791,28.5040519968543
3300012530,Aquatic,Freshwater,447634,9463,4237,12561,28.4697027009097
3300025473,Aquatic,Freshwater,470515,35444,966,35817,28.4493114555401
3300020146,Terrestrial,Soil,445961,5090,1306,5941,28.4002149769081
3300021362,Terrestrial,Rock-dwelling (subaerial biofilms),461301,6037,2230,7511,28.3850752943673
3300023111,Host-associated,Mammals,473589,41411,8055,45355,28.3425619174939
3300012893,Terrestrial,Soil,483924,11936,10896,18726,28.3244735953493
3300021062,Terrestrial,Soil,433937,6309,2701,8234,28.291875553776
3300012984,Terrestrial,Soil,453318,13078,16882,24367,28.2648791614025
3300003369,Terrestrial,Soil,463334,43912,5187,47305,28.2571362740413
3300017485,Aquatic,Freshwater,456643,2265,5662,6861,28.2341983421218
3300027205,Aquatic,Marine,449797,90322,18847,102431,28.2295132192373
3300027939,Terrestrial,Soil,464193,18470,6978,23437,28.2108855861319
3300027676,Terrestrial,Soil,302855,6703,1181,7490,28.2067958793871
3300026196,Terrestrial,Soil,463120,15042,1819,16594,28.1842216527978
3300027424,Host-associated,Plants,150636,8463,4980,12217,28.1698524282529
3300027235,Aquatic,Marine,437786,75300,13199,80411,28.1360452981186
3300025166,Aquatic,Marine,316072,53700,5391,55418,27.9893259217385
3300006853,Host-associated,Plants,470019,28083,4211,31701,27.9515717607354
3300027212,Aquatic,Marine,452876,70935,12859,76478,27.8887895943029
3300020154,Terrestrial,Soil,433396,31842,36242,48272,27.8367920565455
3300001547,Aquatic,Freshwater,441090,5254,472,5506,27.7488752665805
3300024325,Terrestrial,Soil,479028,19661,2903,21790,27.7378219539036
3300010309,Aquatic,Marine,435866,71601,13959,76596,27.7196803047148
3300006854,Host-associated,Plants,456208,16956,2384,18867,27.718829426447
3300026222,Terrestrial,Soil,440170,23693,19058,38657,27.6531973867161
3300027236,Aquatic,Marine,436054,91928,12347,97886,27.6255538551902
3300018062,Terrestrial,Soil,476404,3633,623,3946,27.6157563205977
3300014968,Host-associated,Plants,473393,26022,6673,30961,27.588075315512
3300023040,Host-associated,Mammals,468509,37275,10656,44611,27.5766213272794
3300023047,Host-associated,Mammals,475827,54669,18460,60708,27.5678986195706
3300027240,Aquatic,Marine,448015,88210,11241,93248,27.5391079081155
3300027237,Aquatic,Marine,450587,96194,13249,102517,27.5129607551783
3300026131,Terrestrial,Soil,429311,15660,1933,17266,27.4673103096783
3300027258,Aquatic,Marine,458292,96607,11790,102516,27.4489829906848
3300012513,Host-associated,Plants,480235,19161,21187,33433,27.4369646303677
3300027210,Aquatic,Marine,455247,87222,12554,92453,27.4244312222121
3300026893,Terrestrial,Soil,473222,19858,7133,24256,27.4008805622302
3300025906,Terrestrial,Soil,414894,10267,5677,14957,27.3979043603907
3300027682,Host-associated,Plants,422627,12757,9648,20337,27.3658267686043
3300012906,Terrestrial,Soil,482721,10473,4312,13939,27.3060262727412
3300017821,Aquatic,Freshwater,436415,21301,1048,22033,27.3031773366653
3300006880,Host-associated,Plants,469256,28212,2958,30662,27.2787473109634
3300027360,Host-associated,Plants,126941,6074,3094,8490,27.2449964033192
3300021373,Aquatic,Marine,437189,48625,13674,56145,27.2166861735174
3300024179,Terrestrial,Soil,484490,18860,1946,20257,27.1241348347154
3300026173,Terrestrial,Soil,446923,77284,17209,90424,27.1133697909119
3300027617,Host-associated,Plants,150382,9220,4453,12539,27.0479223454802
3300027234,Aquatic,Marine,444910,148332,40973,160004,26.9479810835453
3300027955,Aquatic,Freshwater,236967,6890,2094,8679,26.9098144313342
3300017936,Aquatic,Freshwater,458121,4466,1099,5237,26.8909093318143
3300026274,Terrestrial,Soil,434824,20365,27882,43386,26.8798364517212
3300027259,Aquatic,Marine,455203,87269,10740,92284,26.8757911986412
3300026215,Terrestrial,Soil,471325,13667,3021,16064,26.8317348055128
3300026221,Terrestrial,Soil,443061,43054,18614,56835,26.8120906601014
3300006852,Host-associated,Plants,455492,18401,2554,20429,26.7717713891408
3300025463,Aquatic,Freshwater,464613,8751,2830,10639,26.7401045759816
3300027204,Aquatic,Marine,456895,48437,16480,59290,26.7024441832603
3300027261,Aquatic,Marine,459778,87717,12411,94022,26.6996418584446
3300014168,Aquatic,Freshwater,478042,10541,1649,11584,26.5812093949023
3300025990,Terrestrial,Soil,447382,5901,5895,11329,26.5668321645419
3300012989,Terrestrial,Soil,461264,9771,9351,17138,26.5237359181652
3300027195,Aquatic,Marine,461961,50706,9247,54030,26.4656595356665
3300025252,Aquatic,Marine,208317,51295,31343,58214,26.4514824397667
3300026217,Terrestrial,Soil,474377,17582,3078,19877,26.4486449108013
3300026127,Terrestrial,Soil,470665,20422,923,21035,26.3883988752952
3300010036,Terrestrial,Soil,458033,8736,5586,13721,26.3339461802913
3300025181,Aquatic,Marine,328063,87112,53413,93429,26.2966571580627
3300012915,Terrestrial,Soil,484006,10066,7047,15865,26.2687120410507
3300027263,Aquatic,Marine,451598,93393,11756,99278,26.2657586452753
3300023063,Terrestrial,Plant litter,459789,1988,3742,4396,26.2558560006733
3300005332,Terrestrial,Soil,457281,4053,7616,11530,26.2278945165499
3300026180,Terrestrial,Soil,461412,58245,13630,68892,26.168941767396
3300012988,Terrestrial,Soil,464527,13867,19802,27760,26.156238735256
3300027248,Aquatic,Marine,450855,91423,22922,97059,26.1501925233331
3300020147,Terrestrial,Soil,439014,36536,33455,41315,26.1071190022547
3300027961,Terrestrial,Soil,475678,40015,415,40259,26.0749833461312
3300012046,Aquatic,Freshwater,425774,6803,4835,10005,26.0615774737891
3300026216,Terrestrial,Soil,470302,44209,27408,64141,25.9998876386815
3300027214,Aquatic,Marine,447134,141586,19597,150010,25.9071446085411
3300006904,Host-associated,Plants,472502,18955,2673,21060,25.9045735190017
3300027253,Aquatic,Marine,446732,148728,40372,158321,25.8842613200355
3300009147,Host-associated,Plants,463486,27295,2839,29598,25.8678747204489
3300027223,Aquatic,Marine,456766,130885,16265,137860,25.8601447562982
3300027775,Terrestrial,Soil,464417,6573,11955,17376,25.8575746255282
3300027010,Terrestrial,Soil,206898,9024,362,9236,25.8168792096197
3300017948,Aquatic,Freshwater,479748,12479,779,12909,25.7821306278423
3300027216,Aquatic,Marine,460269,93320,14426,99395,25.7666768327092
3300023046,Terrestrial,Soil,476011,6826,5476,11067,25.7621037721533
3300027211,Aquatic,Marine,445133,141736,19223,149879,25.7532154888808
3300018090,Terrestrial,Soil,474155,5673,618,6020,25.7474191570883
3300025784,Engineered,Wastewater,484145,184771,43248,199434,25.7370753572349
3300005985,Host-associated,Plants,378754,2650,4605,5976,25.735827531271
3300009762,Aquatic,Freshwater,455229,85611,1011,86185,25.7313039593189
3300025188,Aquatic,Marine,267673,89599,58247,98348,25.6947846070064
3300010371,Terrestrial,Soil,458450,24903,11176,32542,25.6751846584936
3300025182,Aquatic,Marine,368699,101280,65789,109496,25.6737191436429
3300027229,Aquatic,Marine,463745,135827,18250,143102,25.6641661086727
3300016422,Terrestrial,Soil,440547,8295,3016,10815,25.6520013849479
3300014494,Terrestrial,Soil,474669,28934,225,29028,25.5985290895805
3300026271,Terrestrial,Soil,466575,83335,4022,86066,25.5766741796901
3300027304,Aquatic,Marine,446775,127433,16263,135370,25.5604450959592
3300024181,Terrestrial,Soil,478330,10115,3599,12826,25.5304820013555
3300026125,Aquatic,Non-marine Saline and Alkaline,464183,53485,5481,56989,25.5010301548089
3300012509,Terrestrial,Soil,480736,13669,3252,16043,25.4956342242465
3300027159,Aquatic,Marine,247883,29846,8337,32727,25.4569278821006
3300025210,Aquatic,Marine,388124,157245,54432,170543,25.4283965251458
3300027297,Terrestrial,Soil,279551,5802,1596,7058,25.4263413750306
3300027169,Terrestrial,Soil,458794,24675,29390,53638,25.3825219163325
3300027231,Aquatic,Marine,447018,161151,30489,170216,25.3495605996145
3300010354,Aquatic,Marine,461642,34565,5093,35994,25.3373207861898
3300021388,Host-associated,Plants,450829,1322,1534,2361,25.2917491466333
3300006871,Host-associated,Plants,466969,18034,2843,20341,25.2807512584196
3300023033,Host-associated,Mammals,479141,31823,3065,32905,25.2699017255925
3300020173,Aquatic,Marine,431532,115919,9860,120105,25.2603876097377
3300014502,Terrestrial,Soil,462949,20031,583,20350,25.2497425969257
3300020074,Aquatic,Freshwater,453230,93390,3430,95271,25.2373518268501
3300017416,Aquatic,Freshwater,471301,4808,7688,10805,25.2358706001008
3300027224,Aquatic,Marine,460099,144918,19136,153095,25.2147032268704
3300027217,Aquatic,Marine,459552,123419,14717,130666,25.1928599838603
3300025255,Aquatic,Marine,389413,173395,88659,191257,25.1868048222307
3300012943,Terrestrial,Soil,436412,7232,15868,19002,25.1768225805961
3300021364,Aquatic,Marine,443445,43121,23445,58239,25.1719989023519
3300017937,Aquatic,Freshwater,454424,6729,3765,9813,25.168361627894
3300027778,Aquatic,Freshwater,448143,6706,4198,9916,25.154966443247
3300027241,Aquatic,Marine,437991,146474,25661,155631,25.1545339643142
3300027226,Aquatic,Marine,416070,69923,22929,76573,25.0969018805087
3300025176,Aquatic,Marine,344959,82964,61737,90227,25.0869683837295
3300017972,Terrestrial,Soil,480202,2620,1176,3411,25.0552005451613
3300027250,Aquatic,Marine,442594,153329,47350,170208,25.030396288671
3300026164,Terrestrial,Soil,429169,74496,14519,85311,25.0164183746249
3300027081,Aquatic,Marine,454351,82842,31130,91624,24.986532705171
3300023032,Host-associated,Mammals,480250,37016,3791,39062,24.961370032751
3300009764,Aquatic,Freshwater,466136,83949,1625,84410,24.9503432012699
3300018012,Aquatic,Freshwater,459377,7956,638,8375,24.8911597496478
3300027246,Aquatic,Marine,451460,146533,19342,154304,24.8781804987101
3300027819,Aquatic,Freshwater,286331,27190,3010,28954,24.8642517203819
3300012986,Terrestrial,Soil,460020,11631,11277,19758,24.8425757729011
3300010043,Terrestrial,Soil,457645,4650,3021,7171,24.8344098009415
3300026275,Terrestrial,Soil,453488,67039,35692,94417,24.8012043797136
3300027215,Aquatic,Marine,464360,81311,12441,86295,24.7659388513345
3300027242,Aquatic,Marine,452399,143172,19626,152556,24.7121699853057
3300025697,Aquatic,Non-marine Saline and Alkaline,458002,32928,1509,34341,24.6830417881661
3300027845,Aquatic,Marine,469567,13581,4629,17092,24.6767909401382
3300020181,Terrestrial,Soil,401807,1928,14244,14973,24.6599018978673
3300021067,Terrestrial,Soil,448357,4636,1912,6171,24.6414176133766
3300027232,Aquatic,Marine,418213,151266,33886,160740,24.6186796032989
3300025178,Aquatic,Marine,360742,79817,48115,87043,24.5822779759015
3300010401,Terrestrial,Soil,462130,13684,2982,15994,24.5660316052017
3300026187,Aquatic,Non-marine Saline and Alkaline,455503,39466,7651,43959,24.5474153947011
3300025736,Aquatic,Non-marine Saline and Alkaline,456325,18618,1814,19953,24.543725156035
3300027244,Aquatic,Marine,459102,155600,19901,163582,24.5394907248615
3300027610,Terrestrial,Soil,235270,4879,2265,6719,24.4991615882035
3300027777,Aquatic,Freshwater,454722,65803,3941,68375,24.4941158239321
3300012909,Terrestrial,Soil,465183,7803,8857,15078,24.4897416122231
3300012883,Terrestrial,Soil,488470,9613,6708,14912,24.4443739039925
3300020174,Aquatic,Marine,425768,111508,10584,116459,24.4402118856135
3300027247,Aquatic,Marine,447253,152804,20434,161212,24.4319111234922
3300020191,Aquatic,Marine,435133,116260,11811,121899,24.3916478469052
3300026886,Terrestrial,Soil,472450,10950,8161,17630,24.3361928907972
3300008749,Host-associated,Human,66200,56295,56456,60339,24.3349423548923
3300027853,Terrestrial,Soil,464869,11332,3611,14561,24.3313320435899
3300027555,Aquatic,Marine,385079,4414,1318,5261,24.3100632910903
3300027725,Terrestrial,Soil,469035,10356,11911,21283,24.308626660801
3300025507,Aquatic,Freshwater,459929,126293,20753,145616,24.2861430891605
3300020188,Aquatic,Marine,440554,153162,11421,156744,24.2784469125039
3300027255,Aquatic,Marine,441496,157499,39012,166192,24.2759490705014
3300027639,Terrestrial,Soil,467680,5763,7656,13064,24.2684464117586
3300012952,Aquatic,Marine,447967,14579,11731,18491,24.2592667211759
3300027886,Terrestrial,Soil,465652,3151,6643,9140,24.2551947568862
3300010040,Terrestrial,Soil,450060,5798,3060,8392,24.2377374642642
3300014160,Aquatic,Freshwater,476946,22201,2323,24204,24.2312424133875
3300026982,Terrestrial,Soil,86830,7062,879,7771,24.2214763495456
3300018034,Aquatic,Freshwater,479318,18647,813,19070,24.2005534652921
3300021374,Terrestrial,Rock-dwelling (subaerial biofilms),456165,2548,1654,3716,24.1817181693199
